centre_name,centre_code,centre_address,postal_code,postal,address,latitude,longtitude
PCF SPARKLETOTS PRESCHOOL @ EUNOS BLK 620 (CC),ST0091,"620,BEDOK RESERVOIR ROAD,#01-1426,470620",470620,470620,620 BEDOK RESERVOIR ROAD EUNOS HEIGHTS SINGAPORE 470620,1.3343343220000001,103.91771259999999
PCF SPARKLETOTS PRESCHOOL @ EUNOS BLK 134 (CC),ST0015,"134,BEDOK RESERVOIR ROAD,#01-1235,470134",470134,470134,134 BEDOK RESERVOIR ROAD EUNOS SPRING SINGAPORE 470134,1.332878585,103.9128385
PCF Sparkletots Preschool @ Eunos Blk 122 (KN),ST0248,"122,Bedok Reservoir Road,#01-1025,470122",470122,470122,122 BEDOK RESERVOIR ROAD EUNOS SPRING SINGAPORE 470122,1.331978868,103.9106237
PCF Sparkletots Preschool @ Eunos Blk 616 (KN),ST0249,"616,Bedok Reservoir Road,#01-1106,470616",470616,470616,616 BEDOK RESERVOIR ROAD EUNOS GROVE SINGAPORE 470616,1.3319039609999999,103.9151378
QUALITY CENTRES (PTE. LTD.),PT9330,"62,CECIL STREET,#04-00,TPI BUILDING,049710",049710,049710,62 CECIL STREET TPI BUILDING SINGAPORE 049710,1.2821434109999998,103.84945909999999
NURTURESTARS PTE. LTD.,PT8713,"60,YISHUN AVENUE 4,#01-V1,769027",769027,769027,60 YISHUN AVENUE 4 SAFRA YISHUN COUNTRY CLUB SINGAPORE 769027,1.423970054,103.8410433
THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,PT9512,"1,NORTH BUONA VISTA DRIVE,#04-01,MOE BUILDING,138675",138675,138675,1 NORTH BUONA VISTA DRIVE KINDERLAND PRESCHOOL SINGAPORE 138675,1.305419072,103.79060679999999
Little Kinder Montessori @ PP LLP,PT9315,"51,CHWEE CHIAN ROAD,119759",119759,119759,51 CHWEE CHIAN ROAD SINGAPORE 119759,1.280046167,103.788965
MARIS STELLA KINDERGARTEN,RC1864,"49B,HOLLAND ROAD,258851",258851,258851,49B HOLLAND ROAD MARIS STELLA KINDERGARTEN SINGAPORE 258851,1.308859634,103.8083085
CHOA CHU KANG BIBLE CENTRE KINDERGARTEN,RC1861,"10,CHOA CHU KANG STREET 52,689284",689284,689284,10 CHOA CHU KANG STREET 52 MOUNT GERIZIM BIBLE-PRESBYTERIAN CHURCH SINGAPORE 689284,1.3944634319999998,103.7440688
SEVENTH-DAY ADVENTIST CONFERENCE (SINGAPORE) - ADVENTIST SCHOOLHOUSE,RC1789,"90,JURONG EAST STREET 13,609648",609648,609648,90 JURONG EAST STREET 13 SINGAPORE 609648,1.335574051,103.7381185
SMART BERRIIS @ WEST COAST PTE LTD,PT9508,"2A,JUBILEE ROAD,128524",128524,128524,2A JUBILEE ROAD SINGAPORE 128524,1.305079224,103.76453640000001
KIDSCAMPUS (CHANGI SIMEI) PTE LTD,PT9696,"10,SIMEI STREET 2,#04-01,529915",529915,529915,10 SIMEI STREET 2 CHANGI SIMEI COMMUNITY CLUB SINGAPORE 529915,1.3450186780000002,103.9552298
PCF SPARKLETOTS PRESCHOOL @ CLEMENTI BLK 420A (CC),ST0138,"420A,CLEMENTI AVENUE 1,#02-01,120420",120420,120420,420 CLEMENTI AVENUE 1 CASA CLEMENTI SINGAPORE 120420,1.31004549,103.7691238
PCF Sparkletots Preschool @ Clementi Blk 330 (DS),ST0212,"330,Clementi Avenue 2,#01-170,120330",120330,120330,330 CLEMENTI AVENUE 2 HDB-CLEMENTI SINGAPORE 120330,1.313744705,103.7677818
PCF SPARKLETOTS PRESCHOOL @ CHUA CHU KANG BLK 19 (CC),ST0126,"19,TECK WHYE LANE,#01-49,680019",680019,680019,19 TECK WHYE LANE TECK WHYE HEIGHTS III SINGAPORE 680019,1.379394304,103.7529494
PCF SPARKLETOTS PRESCHOOL @ CHUA CHU KANG BLK 3 (CC),ST0010,"3,TECK WHYE AVENUE,#01-168,680003",680003,680003,3 TECK WHYE AVENUE TECK WHYE HEIGHTS I SINGAPORE 680003,1.3824765669999999,103.752528
PCF SPARKLETOTS PRESCHOOL @ CHUA CHU KANG BLK 123 (CC),ST0179,"123,TECK WHYE LANE,#01-864,680123",680123,680123,123 TECK WHYE LANE HDB-CHOA CHU KANG SINGAPORE 680123,1.379196361,103.74945770000001
PCF Sparkletots Preschool @ Chua Chu Kang Blk 10 (KN),ST0328,"10,Teck Whye Avenue,#01-59,680010",680010,680010,10 TECK WHYE AVENUE TECK WHYE HEIGHTS II SINGAPORE 680010,1.380470551,103.7552111
PCF SPARKLETOTS PRESCHOOL @ CASHEW BLK 183 (CC),ST0006,"183,JELEBU ROAD,#01-38,670183",670183,670183,183 JELEBU ROAD HDB-BUKIT PANJANG SINGAPORE 670183,1.379963836,103.7630483
PCF Sparkletots Preschool @ Cashew Blk 545 (KN),ST0325,"545,Bukit Panjang Ring Road,#01-871,670545",670545,670545,545 BUKIT PANJANG RING ROAD PANSHAN GROVE SINGAPORE 670545,1.381596421,103.7634963
PCF SPARKLETOTS PRESCHOOL @ CANBERRA BLK 413 (CC),ST0148,"413,SEMBAWANG DRIVE,#01-712,750413",750413,750413,413 SEMBAWANG DRIVE HDB-SEMBAWANG SINGAPORE 750413,1.4517704219999998,103.8179475
PCF SPARKLETOTS PRESCHOOL @ CANBERRA BLK 337 (CC),ST0058,"337,SEMBAWANG CRESCENT,#01-174,750337",750337,750337,337 SEMBAWANG CRESCENT HDB-SEMBAWANG SINGAPORE 750337,1.446150969,103.815652
PCF Sparkletots Preschool @ Canberra Blk 487 (KN),ST0347,"487,Admiralty Link,#01-131,750487",750487,750487,487 ADMIRALTY LINK SEMBAWANG GREEN SINGAPORE 750487,1.455484507,103.81619470000001
PCF SPARKLETOTS PRESCHOOL @ CANBERRA BLK 468C (EY),ST0193,"468C,ADMIRALTY DRIVE,#01-05,753468",753468,753468,468C ADMIRALTY DRIVE BLUE RIVERVIEW SINGAPORE 753468,1.450309158,103.81487779999999
PCF Sparkletots Preschool @ Canberra Blk 330 (DS),ST0346,"330,Sembawang Close,#01-383,750330",750330,750330,330 SEMBAWANG CLOSE HDB-SEMBAWANG SINGAPORE 750330,1.446805071,103.8178116
PCF Sparkletots Preschool @ Buona Vista Blk 4 (DS),ST0222,"4,Holland Close,#01-07,271004",271004,271004,4 HOLLAND CLOSE HDB-QUEENSTOWN SINGAPORE 271004,1.307968264,103.7956465
PCF SPARKLETOTS PRESCHOOL @ BUKIT TIMAH BLK 319 (EY),ST0203,"319,CLEMENTI AVENUE 4,#01-55,CLEMENTI JADE,120319",120319,120319,319 CLEMENTI AVENUE 4 CLEMENTI MEADOWS SINGAPORE 120319,1.317380237,103.764787
PCF SPARKLETOTS PRESCHOOL @ BUKIT PANJANG BLK 254 (CC),ST0159,"254,BANGKIT ROAD,#01-204,670254",670254,670254,254 BANGKIT ROAD HDB-BUKIT PANJANG SINGAPORE 670254,1.3795933269999998,103.77385459999999
PCF Sparkletots Preschool @ Bukit Panjang Blk 422 (KN),ST0323,"422,Fajar Road,#01-511,670422",670422,670422,422 FAJAR ROAD HDB-BUKIT PANJANG SINGAPORE 670422,1.385013263,103.7696785
PCF Sparkletots Preschool @ Bukit Panjang Blk 226 (KN),ST0322,"226,Pending Road,#01-179,670226",670226,670226,226 PENDING ROAD HDB-BUKIT PANJANG SINGAPORE 670226,1.375236556,103.7723684
MORAL CHILD DEVELOPMENT CENTRE (CHEE HOON KOG),RC1550,"542,BEDOK NORTH ST 3,#01-1296,460542",460542,460542,542 BEDOK NORTH STREET 3 BEDOK NORTH GREEN SINGAPORE 460542,1.3306659090000001,103.922844
PCF Sparkletots Preschool @ Tampines North Blk 483 (KN),ST0264,"483,Tampines Street 43,#01-202,520483",520483,520483,483 TAMPINES STREET 43 HDB-TAMPINES SINGAPORE 520483,1.361433404,103.9526859
PCF SPARKLETOTS PRESCHOOL @ FENGSHAN BLK 115 (CC),ST0041,"115,BEDOK NORTH ROAD,#01-303,460115",460115,460115,115 BEDOK NORTH ROAD HDB-BEDOK SINGAPORE 460115,1.33143368,103.93686540000002
PCF Sparkletots Preschool @ Bukit Panjang Blk 111 (KN),ST0321,"111,Gangsa Road,#01-75,670111",670111,670111,111 GANGSA ROAD HDB-BUKIT PANJANG SINGAPORE 670111,1.378167474,103.7683657
PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK EAST BLK 271 (CC),ST0060,"271,TOH GUAN ROAD,#01-111,600271",600271,600271,271 TOH GUAN ROAD TOH GUAN VIEW SINGAPORE 600271,1.341681996,103.7462455
PCF Sparkletots Preschool @ Bukit Batok East Blk 289G (KN),ST0317,"289G,Bukit Batok Street 25,#01-94,656289",656289,656289,289G BUKIT BATOK STREET 25 NATURE VIEW SINGAPORE 656289,1.3450426030000002,103.75878409999999
MY FIRST SKOOL,NT0556,"604,SEMBAWANG ROAD,#02-31,SEMBAWANG SHOPPING CENTRE,758459",758459,758459,604 SEMBAWANG ROAD UOB SEMBAWANG SHOPPING CENTRE SINGAPORE 758459,1.441767152,103.8244951
PCF Sparkletots Preschool @ Bukit Batok East Blk 241 (KN),ST0316,"241,Bukit Batok East Avenue 5,#01-261,650241",650241,650241,241 BUKIT BATOK EAST AVENUE 5 GOMBAK GARDENS SINGAPORE 650241,1.350895236,103.7545445
MY WORLD PRESCHOOL LTD.,YM0155,"281B,SENGKANG EAST AVENUE ,#01-605,542281",542281,542281,281B SENGKANG EAST AVENUE COMPASSVALE ANCILLA SINGAPORE 542281,1.3857282709999998,103.89185959999999
PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK BLK 293 (CC),ST0190,"293,BUKIT BATOK STREET 21,#01-01,MULTI STOREY CAR PARK,650293",650293,650293,293 BUKIT BATOK STREET 21 SKYPEAK @ BUKIT BATOK SINGAPORE 650293,1.346005319,103.75535909999999
PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK BLK 206 (CC),ST0097,"206,BUKIT BATOK STREET 21,#01-78,650206",650206,650206,206 BUKIT BATOK STREET 21 HDB-BUKIT BATOK SINGAPORE 650206,1.346671926,103.7493835
PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK BLK 178 (CC),ST0109,"178,BUKIT BATOK WEST AVENUE 8,#01-217,650178",650178,650178,178 BUKIT BATOK WEST AVENUE 8 HDB-BUKIT BATOK SINGAPORE 650178,1.346054606,103.7426059
PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK BLK 118 (CC),ST0028,"118,BUKIT BATOK WEST AVENUE 6,#1-270,650118",650118,650118,118 BUKIT BATOK WEST AVENUE 6 HDB-BUKIT BATOK SINGAPORE 650118,1.3500095159999999,103.74649959999999
PCF SPARKLETOTS PRESCHOOL @ BOON LAY BLK 627 (CC),ST0103,"627,JURONG WEST STREET 65,#01-380,640627",640627,640627,627 JURONG WEST STREET 65 HDB-JURONG WEST SINGAPORE 640627,1.341967748,103.6988897
PCF Sparkletots Preschool @ Boon Lay Blk 631 (KN),ST0306,"631,Jurong West Street 65,#01-260,640631",640631,640631,631 JURONG WEST STREET 65 HDB-JURONG WEST SINGAPORE 640631,1.343297102,103.700241
PCF Sparkletots Preschool @ Boon Lay Blk 262 (KN),ST0303,"262,Boon Lay Drive,#01-573,640262",640262,640262,262 BOON LAY DRIVE BOON LAY CREST SINGAPORE 640262,1.344884356,103.7074303
MAPLE BEAR PLAYHOUSE PTE. LTD.,PT9231,"354,ALEXANDRA ROAD,#01-19,ALEXIS,159948",159948,159948,354 ALEXANDRA ROAD ALEXIS SINGAPORE 159948,1.2913037920000001,103.807351
PCF SPARKLETOTS PRESCHOOL @ BISHAN NORTH BLK 257 (CC),ST0131,"257,BISHAN STREET 22,#01-347,570257",570257,570257,257 BISHAN STREET 22 HDB-BISHAN SINGAPORE 570257,1.359716874,103.8431031
PCF SPARKLETOTS PRESCHOOL @ BISHAN NORTH BLK 219 (CC),ST0090,"219,BISHAN STREET 23,#01-277,570219",570219,570219,219 BISHAN STREET 23 HDB-BISHAN SINGAPORE 570219,1.357397279,103.8494302
PCF Sparkletots Preschool @ Bishan North Blk 231 (DS),ST0296,"231,Bishan Street 23,#01-21,570231",570231,570231,231 BISHAN STREET 23 HDB-BISHAN SINGAPORE 570231,1.357291229,103.84584570000001
HAMPTON PRE-SCHOOL,ST0009,"178,BISHAN STREET 13,#01-215,570178",570178,570178,178 BISHAN STREET 13 HDB-BISHAN SINGAPORE 570178,1.348127431,103.85233029999999
MY WORLD PRESCHOOL LTD,YM0175,"183A,WOODLANDS STREET 13,#02-635,MARSILING GREENVIEW,731183",731183,731183,183A WOODLANDS STREET 13 MARSILING GREENVIEW SINGAPORE 731183,1.435415506,103.7774071
PCF Sparkletots Preschool @ Bedok Reservoir - Punggol Blk 475C (DS),ST0366,"475C,Upper Serangoon Crescent,#01-547,533475",533475,533475,475C UPPER SERANGOON CRESCENT PARKLAND RESIDENCES SINGAPORE 533475,1.3752181940000001,103.8999953
PCF SPARKLETOTS PRESCHOOL@BEDOK RESERVOIR-PUNGGOL BLK 508 (CC),ST0162,"508,HOUGANG AVENUE 10,#01-93,BEDOK RESERVOIR-PUNGGOL VALE,530508",530508,530508,508 HOUGANG AVENUE 10 BEDOK RESERVOIR - PUNGGOL VALE SINGAPORE 530508,1.371693616,103.8877286
PCF Sparkletots Preschool @ Bedok Reservoir - Punggol Blk 414 (DS),ST0271,"414,Hougang Avenue 10,#01-1256,530414",530414,530414,414 HOUGANG AVENUE 10 HARMONY VIEW SINGAPORE 530414,1.374904329,103.895996
PCF SPARKLETOTS PRESCHOOL @ BEDOK BLK 13 (CC),ST0066,"13,BEDOK SOUTH ROAD,#01-605,460013",460013,460013,13 BEDOK SOUTH ROAD SINGAPORE 460013,1.320405123,103.9367412
PCF Sparkletots Preschool @ Bedok Blk 30 (DS),ST0247,"30,New Upper Changi Road,#01-812,461030",461030,461030,30 NEW UPPER CHANGI ROAD HDB-BEDOK SINGAPORE 461030,1.323526782,103.93642390000001
PCF SPARKLETOTS PRESCHOOL @ AYER RAJAH BLK 41 (CC),ST0065,"41,TEBAN GARDENS ROAD,#01-352,600041",600041,600041,41 TEBAN GARDENS ROAD HDB-JURONG EAST SINGAPORE 600041,1.3215873790000001,103.74098690000001
PCF SPARKLETOTS PRESCHOOL @ ADMIRALTY BLK 585 (CC),ST0014,"585,WOODLANDS DRIVE 16,#01-68,730585",730585,730585,585 WOODLANDS DRIVE 16 HDB-WOODLANDS SINGAPORE 730585,1.429205974,103.7954083
GRACE CHILD DEVELOPMENT CENTRE,RC0035,"19,Compassvale Walk,#03-00,Fu Hui Link,544644",544644,544644,19 COMPASSVALE WALK GRACE CHILD DEVELOPMENT CENTRE SINGAPORE 544644,1.3892919069999998,103.9002314
PCF Sparkletots Preschool @ Admiralty Blk 687B (DS),ST0344,"687B,Woodlands Drive 75,#01-47,732687",732687,732687,687B WOODLANDS DRIVE 75 HDB-WOODLANDS SINGAPORE 732687,1.441885395,103.80716190000001
PCF Sparkletots Preschool @ Admiralty Blk 581 (DS),ST0338,"581,Woodlands Drive 16,#01-486,730581",730581,730581,581 WOODLANDS DRIVE 16 HDB-WOODLANDS SINGAPORE 730581,1.4298903,103.79640390000002
CHATSWORTH PRESCHOOL,PT9372,"1A,EDGWARE ROAD,799752",799752,799752,1A EDGWARE ROAD SINGAPORE 799752,1.4030534590000001,103.87091290000001
MY FIRST SKOOL,NT0566,"51,FERNVALE LINK,797536",797536,797536,51 FERNVALE LINK SINGAPORE 797536,1.3951059819999998,103.8786967
MONTE KIDZ WORLD,PT9601,"625,ELIAS ROAD,#02-330,ELIAS MALL,510625",510625,510625,625 ELIAS ROAD ELIAS MALL SINGAPORE 510625,1.378570261,103.9419891
RAINBOW COVE @ BUTTERFLY PTE. LTD.,PT9223,"110,BUTTERFLY AVENUE,SENNETT ESTATE,349844",349844,349844,110 BUTTERFLY AVENUE SENNETT ESTATE SINGAPORE 349844,1.33440987,103.8755372
SDM CHILDCARE CENTRE PTE. LTD.,PT9513,"505,BISHAN STREET 11,#01-438,570505",570505,570505,505 BISHAN STREET 11 SINGAPORE 570505,1.3489143,103.8486623
CHEN LI KINDERGARTEN,RC1872,"76,GUILLEMARD ROAD,399711",399711,399711,76 GUILLEMARD ROAD SINGAPORE 399711,1.30956661,103.8803811
SHEFFIELD KIDSWORLD (ST ANNE) PTE. LTD.,PT9057,"1,ST. ANNE'S WOOD,545271",545271,545271,1 SAINT ANNE'S WOOD SAINT ANNE'S WOOD SINGAPORE 545271,1.391048883,103.9029693
MINDCHAMPS PRESCHOOL @ CONCORDE HOTEL (ORCHARD) PTE LTD,PT9378,"100,ORCHARD ROAD,#01-03,CONCORDE HOTEL AND SHOPPING MALL,238840",238840,238840,100 ORCHARD ROAD CONCORDE HOTEL SINGAPORE SINGAPORE 238840,1.300619223,103.8422285
JEET'S LITTLE LEARNERS (BEDOK) PTE. LTD.,PT9096,"327,BEDOK ROAD,469498",469498,469498,327 BEDOK ROAD SIEW LIM PARK SINGAPORE 469498,1.330557363,103.94776329999999
NURTURESTARS CHILD CARE,PT8879,"293,LORONG 6 TOA PAYOH,#01-06,SAFRA CLUBHOUSE,319387",319387,319387,293 LORONG 6 TOA PAYOH NURTURESTARS CHILD CARE SINGAPORE 319387,1.329886517,103.8542137
BUSY BEES SINGAPORE PTE LTD,PT9479,"2,GAMBAS CRESCENT,#01-03,NORDCOM II,757044",757044,757044,2 GAMBAS CRESCENT NORDCOM TWO SINGAPORE 757044,1.443185238,103.8157688
PCS BUKIT BATOK CENTRE,PW0080,"116,BUKIT BATOK WEST AVE 6,#01-232,650116",650116,650116,116 BUKIT BATOK WEST AVENUE 6 HDB-BUKIT BATOK SINGAPORE 650116,1.349628665,103.7463811
PRIME EDUCATION INVESTMENTS HOLDINGS PTE. LTD.,PT9319,"808,FRENCH ROAD,#03-01,KITCHENER COMPLEX,200808",200808,200808,808 FRENCH ROAD DBS NTUC FRENCH ROAD SINGAPORE 200808,1.3088060940000001,103.861312
CARPE DIEM MI SCHOOLHOUSE PTE. LTD.,PT8509,"954,HOUGANG AVENUE 9,#01-536,530954",530954,530954,954 HOUGANG AVENUE 9 HDB-HOUGANG SINGAPORE 530954,1.376762777,103.8781083
WHIZ KIDS MONTESSORI @HOUGANG PTE LTD,PT9221,"539,HOUGANG STREET 52,#01-54,530539",530539,530539,539 HOUGANG STREET 52 HDB-HOUGANG SINGAPORE 530539,1.377485081,103.8903821
Little Seeds Preschool @ Gilstead,WP1113,"25,GILSTEAD ROAD,309070",309070,309070,25 GILSTEAD ROAD SINGAPORE 309070,1.316692934,103.8383237
MY WORLD PRESCHOOL LTD,YM0171,"113,MCNAIR ROAD,#01-02,MULTI STOREY CAR PARK,321113",321113,321113,113 MCNAIR ROAD MCNAIR TOWERS SINGAPORE 321113,1.32100687,103.8598243
CHARIS MONTESSORI PTE. LTD.,PT9423,"242,YIO CHU KANG ROAD,#01-00,YIO CHU KANG CHAPEL,545671",545671,545671,242 YIO CHU KANG ROAD YIO CHU KANG CHAPEL SINGAPORE 545671,1.367994421,103.8763881
TOUCH Community Services Limited,RC0590,"333,CLEMENTI AVENUE 2,#01-86,120333",120333,120333,333 CLEMENTI AVENUE 2 HDB-CLEMENTI SINGAPORE 120333,1.315184195,103.7674987
Early Years Montessori,PT9647,"16,SUNSET DRIVE,CLEMENTI PARK,597475",597475,597475,16 SUNSET DRIVE SINGAPORE 597475,1.325781685,103.766715
CHILTERN HOUSE,PT2070,"510,THOMSON ROAD,#04-01A,SLF BUILDING,298135",298135,298135,510 THOMSON ROAD SINGAPORE 298135,1.333665266,103.83941920000001
SUPERGENIUS PRESCHOOL OASIS PTE. LTD.,PT9718,"681,PUNGGOL DRIVE,#05-01,820681",820681,820681,681 PUNGGOL DRIVE OASIS TERRACES SINGAPORE 820681,1.402634601,103.91327059999999
MY WORLD PRESCHOOL LTD.,YM0151,"428,TAMPINES STREET 41,#01-459,520428",520428,520428,428 TAMPINES STREET 41 SUN PLAZA VIEW SINGAPORE 520428,1.359086171,103.948911
MY LEARNING HAVEN (MEDIAPOLIS),PT9724,"29,MEDIA CIRCLE,#02-02,ALICE@MEDIAPOLIS,138565",138565,138565,29 MEDIA CIRCLE ALICE@MEDIAPOLIS SINGAPORE 138565,1.293781809,103.7930171
MY WORLD PRESCHOOL LTD,YM0173,"338,ANCHORVALE CRESCENT,#01-12,MULTI STOREY CAR PARK,540338",540338,540338,338 ANCHORVALE CRESCENT ANCHORVALE PARKVIEW SINGAPORE 540338,1.39922857,103.88965390000001
MY WORLD PRESCHOOL LTD,YM0176,"362A,SEMBAWANG CRESCENT,SUN NATURA,751362",751362,751362,362A SEMBAWANG CRESCENT SUN NATURA SINGAPORE 751362,1.447194851,103.814008
HOLY GRACE KINDERGARTEN,RC1860,"408B,UPPER EAST COAST ROAD,#02HOLY GRACE PRESBYTERIAN CHURCH,466484",466484,466484,408B UPPER EAST COAST ROAD HOLY GRACE KINDERGARTEN SINGAPORE 466484,1.314112688,103.93949140000001
Soka Kindergarten,RC1835,"7,TAMPINES STREET 92,528888",528888,528888,7 TAMPINES STREET 92 TAMPINES SOKA CENTRE (SOKA KINDERGARTEN) SINGAPORE 528888,1.344553272,103.9435625
RAMAKRISHNA MISSION SARADA KINDERGARTEN,RC1831,"179,BARTLEY ROAD,539784",539784,539784,179 BARTLEY ROAD SINGAPORE 539784,1.343620141,103.8797391
PENTECOST METHODIST CHURCH KINDERGARTEN,RC1839,"4,PASIR RIS DRIVE 6,#03Pentecost Methodist Church,519420",519420,519420,4 PASIR RIS DRIVE 6 SINGAPORE 519420,1.3712566309999998,103.9571498
Paya Lebar Methodist Church Covenant Kindergarten,RC1840,"5,BOUNDARY ROAD,549954",549954,549954,5 BOUNDARY ROAD PAYA LEBAR METHODIST CHURCH SINGAPORE 549954,1.352663655,103.8756356
Bukit Panjang Methodist Church Kindergarten,RC1862,"488,UPPER BUKIT TIMAH ROAD,#02BUKIT PANJANG METHODIST CHURCH,678091",678091,678091,488 UPPER BUKIT TIMAH ROAD BUKIT PANJANG METHODIST CHURCH SINGAPORE 678091,1.360871154,103.76754220000001
Bedok Methodist Church Kindergarten,RC1836,"86,86 Bedok Road,BEDOK METHODIST CHURCH,469371",469371,469371,86 BEDOK ROAD BEDOK METHODIST CHURCH SINGAPORE 469371,1.323866405,103.9540548
Methodist Church of the Incarnation Kindergarten,RC1841,"31,TECK WHYE LANE,688798",688798,688798,31 TECK WHYE LANE METHODIST CHURCH OF THE INCARNATION SINGAPORE 688798,1.379595855,103.75361219999999
SDM CHILDCARE CENTRE (JURONG EAST) PTE LTD,PT4700,"10,TOH GUAN ROAD,#06-03,608838",608838,608838,10 TOH GUAN ROAD DBS TOH GUAN ROAD 1 SINGAPORE 608838,1.33216506,103.74902519999999
MY FIRST SKOOL,NT0545,"3,GATEWAY DRIVE,#05-02,WESTGATE,608532",608532,608532,3 GATEWAY DRIVE DBS WESTGATE BR 1 SINGAPORE 608532,1.33415752,103.7427665
ACE @ WORK EDUCARE PTE LTD,PT4510,"288B,JURONG EAST STREET 21,#01-378,602288",602288,602288,288B JURONG EAST STREET 21 HDB-JURONG EAST SINGAPORE 602288,1.338936352,103.7428809
LITTLE FOOTPRINTS SCHOOLHOUSE (TEBAN GARDEN) PTE. LTD.,PT9012,"22A,TEBAN GARDENS ROAD,#01-01,601022",601022,601022,22A TEBAN GARDENS ROAD TEBAN VISTA SINGAPORE 601022,1.323297343,103.7393881
SMI PRESCHOOL PTE. LTD.,PT9195,"414,PANDAN GARDENS,#01-135,600414",600414,600414,414 PANDAN GARDENS HDB-JURONG EAST SINGAPORE 600414,1.320083142,103.7472473
SWEETLANDS CHILDCARE JE 316 PTE. LTD.,PT2240,"316,JURONG EAST ST 32,#01-289,600316",600316,600316,316 JURONG EAST STREET 32 HDB-JURONG EAST SINGAPORE 600316,1.346006527,103.7320798
MY FIRST SKOOL,NT0250,"209,JURONG EAST ST 21,#01-341,600209",600209,600209,209 JURONG EAST STREET 21 HDB-JURONG EAST SINGAPORE 600209,1.337825465,103.7400934
MAPLEBEAR DISCOVERY PTE LTD,PT9433,"134,JURONG GATEWAY ROAD,#01-311,600134",600134,600134,134 JURONG GATEWAY ROAD JURONG GATEWAY SINGAPORE 600134,1.333994138,103.73881920000001
MY WORLD PRESCHOOL LTD.,YM0165,"55,TEBAN GARDENS ROAD,#01-455,TEBAN VIEW,600055",600055,600055,55 TEBAN GARDENS ROAD TEBAN VIEW SINGAPORE 600055,1.32189197,103.73755159999999
ETONHOUSE PRE-SCHOOL PTE LTD,PT8945,"223,MOUNTBATTEN ROAD,#01-11,223@MOUNTBATTEN ROAD,398008",398008,398008,223 MOUNTBATTEN ROAD ETONHOUSE PRE-SCHOOL (223 MOUNTBATTEN) SINGAPORE 398008,1.308569074,103.8790156
THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,PT8623,"229,MOUNTBATTEN ROAD,#02-18,MOUNTBATTEN SQUARE,398007",398007,398007,229 MOUNTBATTEN ROAD CHILDFIRST SINGAPORE 398007,1.307465187,103.8812708
YUQUAN PRESCHOOL @GUILLEMARD,PT8622,"231,Mountbatten Road,#01-02,Mountbatten Centre Blk G,397999",397999,397999,231 MOUNTBATTEN ROAD MOUNTBATTEN CENTRE SINGAPORE 397999,1.308514145,103.8809103
ST. GERARD'S SCHOOL LLP,PT8447,"231,Mountbatten Road,#01-01,397999",397999,397999,231 MOUNTBATTEN ROAD MOUNTBATTEN CENTRE SINGAPORE 397999,1.308514145,103.8809103
CHILTERN HOUSE MOUNTBATTEN,PT8637,"231,MOUNTBATTEN ROAD,#01-00,397999",397999,397999,231 MOUNTBATTEN ROAD MOUNTBATTEN CENTRE SINGAPORE 397999,1.308514145,103.8809103
CHILTERN HOUSE EAST COAST,PT6550,"231,Mountbatten Road,#02-01,Blk C,397999",397999,397999,231 MOUNTBATTEN ROAD MOUNTBATTEN CENTRE SINGAPORE 397999,1.308514145,103.8809103
CHERIE HEARTS @ MOUNTBATTEN PTE. LTD.,PT8660,"231,MOUNTBATTEN ROAD,#01-01,397999",397999,397999,231 MOUNTBATTEN ROAD MOUNTBATTEN CENTRE SINGAPORE 397999,1.308514145,103.8809103
MY FIRST SKOOL,NT0090,"00,GUILLEMARD CRESCENT,390000",390000,390000,GUILLEMARD CRESCENT SINGAPORE 390000,1.309046522,103.88000759999998
SUPER TALENT CHILDCARE LTD,RC1786,"93,PAYA LEBAR WAY,#01-3039,370093",370093,370093,93 PAYA LEBAR WAY HDB-GEYLANG SINGAPORE 370093,1.322734769,103.8881032
E-BRIDGE PRE-SCHOOL PTE. LTD.,EB0008,"17,CIRCUIT ROAD,#01-01,370017",370017,370017,17 CIRCUIT ROAD MACPHERSON RESIDENCY SINGAPORE 370017,1.329820099,103.8885751
MY FIRST SKOOL,NT0592,"82,CIRCUIT ROAD,#01-03,MULTI STOREY CAR PARK,370082",370082,370082,82 CIRCUIT ROAD MACPHERSON SPRING SINGAPORE 370082,1.324284212,103.89011479999999
MINDCHAMPS PRESCHOOL @ JTC SUMMIT PTE. LTD.,PT8704,"8,JURONG TOWN HALL ROAD,#05-01,JTC SUMMIT, THE,609434",609434,609434,8 JURONG TOWN HALL ROAD JTC CORPORATION (JTC) SINGAPORE 609434,1.331450889,103.74188790000001
THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,PT8462,"53,ANG MO KIO AVENUE 3,#03-22,569933",569933,569933,53 ANG MO KIO AVENUE 3 AMK HUB SINGAPORE 569933,1.369223214,103.8484679
AMAZING STAR MONTESSORI HOUSE (SK2),PT8718,"46,JALAN MERDU,548674",548674,548674,46 JALAN MERDU BEAUTY GARDEN SINGAPORE 548674,1.3933919430000001,103.9005311
